Train_CE,Valid_CE,Test_CE,Train_Acc,Valid_Acc,Test_Acc,model_name,dataset,best_step,sparsity,dropout,input_width,hidden1_width,hidden2_width,epsilon,epsilon_decay,l2_decay,initial_momentum,final_momentum,expid
47.05466,63.42005,62.21620,0.785382421875,0.7411738891601563,0.7461448974609375,rbm1,PF00240,79000,False,False,69,100,None,0.0100,NONE,0.0010,0.5000,0.9000,exp143
58.07455,63.42073,62.29547,0.738581015625,0.7378695678710937,0.7426376953125,dbm,PF00240,7000,True,False,69,100,100,0.1000,INVERSE_T,0.0010,0.5000,0.9000,exp272
46.27729,63.78139,62.61120,0.787798671875,0.7396087036132812,0.744797119140625,rbm1,PF00240,79000,False,False,69,100,None,0.1000,NONE,0.0010,0.5000,0.9000,exp116
56.33803,64.21302,64.08962,0.74583421875,0.7361738891601562,0.736797119140625,dbm,PF00240,44000,True,False,69,100,100,0.5000,INVERSE_T,0.0010,0.5000,0.9000,exp245
87.26857,64.25495,63.65987,0.641292109375,0.7454492797851563,0.7484202880859375,dbm,PF00240,1000,False,False,69,1000,1000,0.1000,NONE,0.0100,0.0000,0.0000,exp377
62.94154,64.38384,63.44859,0.720040078125,0.7329420166015626,0.7364637451171875,dbm,PF00240,1000,True,False,69,100,100,0.5000,NONE,0.0010,0.5000,0.9000,exp83
50.13005,65.40576,64.00099,0.772100078125,0.7317536010742187,0.7359420166015626,rbm1,PF00240,79000,True,False,69,100,None,0.0100,INVERSE_T,0.0010,0.5000,0.9000,exp299
49.54648,65.51046,64.24164,0.77417,0.7313623046875,0.7348695678710937,rbm1,PF00240,44000,True,False,69,100,None,0.0100,NONE,0.0010,0.5000,0.9000,exp137
48.15147,65.99116,64.85566,0.779667578125,0.7302318725585938,0.7339710083007812,rbm1,PF00240,44000,True,False,69,100,None,0.1000,INVERSE_T,0.0010,0.5000,0.9000,exp272
57.73752,66.09280,65.36679,0.74442375,0.7309855346679688,0.7337536010742187,rbm1,PF00240,3000,True,False,69,100,None,0.1000,NONE,0.0010,0.5000,0.9000,exp110
48.17001,66.48479,65.60843,0.7799509375,0.7275362548828125,0.7295941772460938,rbm1,PF00240,79000,True,False,69,100,None,0.5000,INVERSE_T,0.0010,0.5000,0.9000,exp245
54.08753,67.01049,65.86776,0.754866484375,0.7247536010742187,0.7291884155273437,rbm1,PF00240,2000,True,False,69,100,None,0.5000,NONE,0.0010,0.5000,0.9000,exp83
51.76545,68.58159,67.55325,0.7621153125,0.7196376953125,0.723840576171875,dbm,PF00240,1000,False,False,69,100,100,0.0100,NONE,0.0010,0.5000,0.9000,exp143
75.53744,72.17057,71.29944,0.67820765625,0.7167391357421875,0.7196376953125,dbm,PF00240,200000,True,False,69,1000,1000,0.5000,INVERSE_T,0.0100,0.5000,0.9000,exp182
86.36197,75.25500,74.23247,0.6383742578125,0.7021884155273438,0.7056666870117188,dbm,PF00240,143000,False,False,69,1000,1000,0.5000,INVERSE_T,0.0100,0.5000,0.9000,exp188
86.80370,75.87452,74.77362,0.63622203125,0.6991448974609376,0.7039710083007813,dbm,PF00240,143000,False,False,69,500,500,0.5000,INVERSE_T,0.0100,0.5000,0.9000,exp179
87.52200,76.33882,74.96010,0.6345035546875,0.695840576171875,0.7021884155273438,dbm,PF00240,191000,False,False,69,1000,1000,0.5000,NONE,0.0100,0.0000,0.0000,exp350
75.53337,77.41152,76.18502,0.6901765625,0.7078261108398437,0.7123623046875,rbm1,PF00240,79000,False,False,69,100,None,0.1000,INVERSE_T,0.0100,0.5000,0.9000,exp197
75.89586,77.60991,76.48511,0.688694296875,0.7054347534179688,0.7110144653320313,rbm1,PF00240,79000,False,False,69,100,None,0.0100,NONE,0.0100,0.5000,0.9000,exp62
76.06795,77.90361,76.89128,0.6878978125,0.7030869750976563,0.7076087036132812,rbm1,PF00240,44000,True,False,69,100,None,0.1000,INVERSE_T,0.0100,0.5000,0.9000,exp191
76.08983,77.95936,76.79866,0.687396796875,0.7029130249023438,0.7080579833984375,rbm1,PF00240,79000,True,False,69,100,None,0.0100,NONE,0.0100,0.5000,0.9000,exp56
76.77639,78.23488,77.15916,0.68394109375,0.7009420166015625,0.7070144653320313,rbm1,PF00240,79000,False,False,69,100,None,0.5000,INVERSE_T,0.0100,0.5000,0.9000,exp170
76.62151,78.32741,77.14542,0.68471734375,0.7022608642578125,0.7067391357421875,rbm1,PF00240,79000,True,False,69,100,None,0.0100,INVERSE_T,0.0100,0.5000,0.9000,exp218
77.00921,78.50837,77.28945,0.682824609375,0.699202880859375,0.7042174072265625,rbm1,PF00240,79000,True,False,69,100,None,0.5000,NONE,0.0100,0.0000,0.0000,exp326
77.13249,78.51766,77.65754,0.68233453125,0.7010289916992187,0.7046231689453125,rbm1,PF00240,44000,True,False,69,100,None,0.1000,NONE,0.0100,0.5000,0.9000,exp29
77.01426,78.69882,77.50352,0.68315734375,0.6970144653320313,0.7042608642578125,rbm1,PF00240,79000,True,False,69,100,None,0.5000,INVERSE_T,0.0100,0.5000,0.9000,exp164
89.63722,80.42479,79.21434,0.62236515625,0.683275390625,0.6892174072265626,dbm,PF00240,4000,False,False,69,100,100,0.0100,NONE,0.0100,0.5000,0.9000,exp62
80.82950,80.57719,79.61369,0.6646609375,0.6876087036132813,0.6918695678710938,rbm1,PF00240,2000,False,False,69,100,None,0.5000,NONE,0.0100,0.5000,0.9000,exp8
89.95987,80.63162,79.57264,0.62085796875,0.682202880859375,0.6868551025390625,dbm,PF00240,1000,False,False,69,100,100,0.1000,INVERSE_T,0.0100,0.5000,0.9000,exp197
80.53884,80.67384,79.74277,0.666364609375,0.6892174072265626,0.6923912963867187,rbm1,PF00240,2000,True,False,69,100,None,0.5000,NONE,0.0100,0.5000,0.9000,exp2
88.81063,80.84009,79.62483,0.62479515625,0.6802463989257812,0.6855362548828124,dbm,PF00240,4000,True,False,69,100,100,0.0100,NONE,0.0100,0.5000,0.9000,exp56
86.01337,80.99062,80.35837,0.6356704296875,0.689521728515625,0.6929275512695312,rbm1,PF00240,56000,False,True,69,1000,None,0.1000,INVERSE_T,0.0100,0.5000,0.9000,exp212
86.00060,81.06680,80.51745,0.6355674609375,0.689275390625,0.6919130249023437,rbm1,PF00240,88000,False,True,69,1000,None,0.0100,NONE,0.0100,0.5000,0.9000,exp77
86.08778,81.11603,80.56805,0.635423125,0.6890579833984375,0.6915072631835938,rbm1,PF00240,88000,False,True,69,1000,None,0.1000,NONE,0.0100,0.0000,0.0000,exp374
89.10420,81.15391,80.04028,0.623423828125,0.6790144653320312,0.6848261108398438,dbm,PF00240,1000,True,False,69,100,100,0.1000,INVERSE_T,0.0100,0.5000,0.9000,exp191
89.66037,81.19670,80.03448,0.6214133984375,0.6782608642578125,0.6820289916992187,dbm,PF00240,7000,True,False,69,100,100,0.0100,INVERSE_T,0.0100,0.5000,0.9000,exp218
89.04063,81.32008,80.28763,0.6236904296875,0.6798551025390625,0.684202880859375,dbm,PF00240,1000,True,False,69,100,100,0.1000,NONE,0.0100,0.5000,0.9000,exp29
87.19163,81.44785,80.88415,0.63042375,0.685724609375,0.6883768310546875,rbm1,PF00240,56000,False,True,69,1000,None,0.1000,NONE,0.0100,0.5000,0.9000,exp50
86.59653,81.52439,80.97278,0.632725,0.68668115234375,0.6889855346679687,rbm1,PF00240,88000,False,True,69,1000,None,0.0100,INVERSE_T,0.0100,0.5000,0.9000,exp239
87.18556,81.65239,80.70866,0.6305490625,0.6874202880859375,0.6920289916992187,rbm1,PF00240,85000,False,True,69,1000,None,0.5000,INVERSE_T,0.0100,0.5000,0.9000,exp185
91.33900,81.69535,80.70317,0.615941015625,0.6740289916992187,0.6778261108398438,dbm,PF00240,143000,False,False,69,100,100,0.5000,INVERSE_T,0.0100,0.5000,0.9000,exp170
87.28819,81.91167,81.05298,0.6302692578125,0.684840576171875,0.6903043212890625,rbm1,PF00240,37000,False,True,69,1000,None,0.5000,NONE,0.0100,0.0000,0.0000,exp347
93.01688,82.03803,80.85337,0.6115405859375,0.667724609375,0.6716956787109375,dbm,PF00240,4000,False,False,69,500,500,0.5000,NONE,0.0100,0.5000,0.9000,exp17
89.02465,83.53963,82.24774,0.62159796875,0.676840576171875,0.6814492797851562,rbm1,PF00240,99000,False,True,69,1000,None,0.0100,NONE,0.0100,0.0000,0.0000,exp401
91.15711,83.67248,82.59939,0.6154056640625,0.6646956787109375,0.6687391357421875,dbm,PF00240,143000,True,False,69,100,100,0.5000,INVERSE_T,0.0100,0.5000,0.9000,exp164
94.91788,86.32681,86.00950,0.5993632421875,0.6520579833984375,0.6539420166015625,dbm,PF00240,62000,True,False,69,100,100,0.5000,NONE,0.0100,0.0000,0.0000,exp326
97.26683,88.23341,87.28050,0.5894304296875,0.6403768310546875,0.6439855346679687,dbm,PF00240,1000,True,False,69,100,100,0.5000,NONE,0.0100,0.5000,0.9000,exp2
98.28091,88.72319,87.61630,0.586132890625,0.6382174072265625,0.6439130249023437,dbm,PF00240,2000,False,False,69,100,100,0.5000,NONE,0.0100,0.5000,0.9000,exp8
93.73813,89.13194,88.14247,0.6016005859375,0.6513478393554688,0.6563912963867188,rbm1,PF00240,84000,False,True,69,500,None,0.0100,NONE,0.0100,0.5000,0.9000,exp68
94.65074,89.42927,88.38563,0.59762203125,0.6491304321289062,0.6536521606445312,rbm1,PF00240,50000,False,True,69,500,None,0.1000,NONE,0.0100,0.5000,0.9000,exp41
100.05755,95.22996,94.17007,0.5518755859375,0.5958551025390625,0.602202880859375,rbm1,PF00240,44000,False,True,69,100,None,0.1000,NONE,0.0010,0.5000,0.9000,exp113
104.88085,95.34160,95.13759,0.535010859375,0.5947825927734375,0.5967681274414063,dbm,PF00240,62000,False,True,69,100,100,0.1000,NONE,0.0010,0.5000,0.9000,exp113
105.04475,95.38551,95.02099,0.5339206640625,0.592884033203125,0.5963768310546875,dbm,PF00240,62000,False,True,69,100,100,0.0100,NONE,0.0010,0.5000,0.9000,exp140
100.31823,95.75713,94.60913,0.55096578125,0.59068115234375,0.59768115234375,rbm1,PF00240,79000,False,True,69,100,None,0.0100,NONE,0.0010,0.5000,0.9000,exp140
102.14147,96.62252,95.91943,0.543743984375,0.5877681274414063,0.5943623046875,rbm1,PF00240,3000,False,True,69,100,None,0.5000,NONE,0.0010,0.5000,0.9000,exp86
106.38379,96.75939,95.58419,0.52808,0.5863623046875,0.5939275512695312,dbm,PF00240,4000,False,True,69,100,100,0.5000,NONE,0.0010,0.5000,0.9000,exp86
109.71886,98.85537,97.78980,0.5245544140625,0.6125362548828125,0.6197825927734375,dbm,PF00240,1000,False,True,69,1000,1000,0.0100,NONE,0.0100,0.5000,0.9000,exp77
110.41861,99.26254,98.20622,0.521198984375,0.6102608642578125,0.6173478393554688,dbm,PF00240,1000,False,True,69,1000,1000,0.0100,INVERSE_T,0.0100,0.5000,0.9000,exp239
7.75561,10.13304,10.34728,0.9720635,0.9676345703125,0.96696787109375,rbm1,PF00595,9000,False,False,81,1000,None,0.1000,NONE,0.0010,0.5000,0.9000,exp135
6.55349,10.17013,10.26622,0.97743225,0.96767412109375,0.96798515625,rbm1,PF00595,100000,False,False,81,1000,None,0.5000,INVERSE_T,0.0010,0.5000,0.9000,exp270
10.83545,10.86162,10.91044,0.959161875,0.9622962890625,0.96266171875,dbm,PF00595,101000,False,False,81,1000,1000,0.1000,NONE,0.0010,0.5000,0.9000,exp135
110.30806,100.10316,100.62921,0.5935338125,0.66312099609375,0.660864208984375,rbm1,PF00595,100000,False,True,81,1000,None,0.1000,INVERSE_T,0.0100,0.5000,0.9000,exp213
110.99816,100.27077,100.79239,0.5909885625,0.66211357421875,0.659535791015625,rbm1,PF00595,100000,False,True,81,1000,None,0.1000,NONE,0.0100,0.5000,0.9000,exp51
115.17201,100.34411,100.58061,0.579724375,0.65452841796875,0.653239501953125,dbm,PF00595,1000,False,False,81,100,100,0.1000,NONE,0.0100,0.5000,0.9000,exp36
110.58994,100.36826,100.88863,0.592362375,0.661525927734375,0.6592345703125,rbm1,PF00595,100000,False,True,81,1000,None,0.0100,NONE,0.0100,0.5000,0.9000,exp78
115.07272,100.39811,100.60014,0.57961425,0.653925927734375,0.653545703125,dbm,PF00595,1000,False,False,81,100,100,0.1000,INVERSE_T,0.0100,0.5000,0.9000,exp198
114.83782,100.42808,100.68484,0.5789805,0.654716064453125,0.653466650390625,dbm,PF00595,4000,False,False,81,100,100,0.0100,NONE,0.0100,0.5000,0.9000,exp63
114.48071,100.44418,100.66834,0.581625625,0.6532,0.652281494140625,dbm,PF00595,1000,True,False,81,100,100,0.1000,NONE,0.0100,0.5000,0.9000,exp30
110.92535,100.45689,100.98095,0.5911849375,0.661491357421875,0.658992578125,rbm1,PF00595,100000,False,True,81,1000,None,0.5000,INVERSE_T,0.0100,0.5000,0.9000,exp186
113.94974,100.56066,100.98349,0.580143,0.652933349609375,0.651402490234375,dbm,PF00595,3000,True,False,81,100,100,0.0100,NONE,0.0100,0.5000,0.9000,exp57
114.36563,100.66771,100.90459,0.58037475,0.650839501953125,0.649866650390625,dbm,PF00595,1000,True,False,81,100,100,0.1000,INVERSE_T,0.0100,0.5000,0.9000,exp192
111.36242,101.18903,101.70889,0.588985,0.6574271484375,0.655298779296875,rbm1,PF00595,100000,False,True,81,1000,None,0.0100,INVERSE_T,0.0100,0.5000,0.9000,exp240
116.70923,101.50115,101.91209,0.573609625,0.646222216796875,0.644592578125,dbm,PF00595,183000,False,False,81,500,500,0.5000,INVERSE_T,0.0100,0.5000,0.9000,exp180
115.50262,101.76132,102.05114,0.5742966875,0.646197509765625,0.644977783203125,dbm,PF00595,11000,True,False,81,100,100,0.0100,NONE,0.0100,0.0000,0.0000,exp381
113.17918,102.58182,102.70081,0.582757375,0.6486271484375,0.64792099609375,rbm1,PF00595,4000,False,True,81,1000,None,0.5000,NONE,0.0100,0.5000,0.9000,exp24
117.35902,102.71589,103.13591,0.5706279375,0.640395068359375,0.639101220703125,dbm,PF00595,183000,False,False,81,1000,1000,0.5000,INVERSE_T,0.0100,0.5000,0.9000,exp189
116.49270,103.40103,103.90290,0.5724291875,0.63693828125,0.6345728515625,dbm,PF00595,121000,True,False,81,100,100,0.5000,INVERSE_T,0.0100,0.5000,0.9000,exp165
118.13028,103.59754,104.21156,0.56807725,0.6382419921875,0.634977783203125,dbm,PF00595,121000,False,False,81,100,100,0.5000,INVERSE_T,0.0100,0.5000,0.9000,exp171
119.56950,103.68734,103.92004,0.5622621875,0.633560498046875,0.632716064453125,dbm,PF00595,2000,False,False,81,1000,1000,0.5000,NONE,0.0100,0.5000,0.9000,exp27
122.49166,105.09018,105.40348,0.5524030625,0.6282765625,0.627412353515625,dbm,PF00595,54000,True,False,81,500,500,0.5000,NONE,0.0100,0.0000,0.0000,exp336
117.18405,108.57126,109.18235,0.5653634375,0.625377783203125,0.62347158203125,rbm1,PF00595,81000,False,True,81,500,None,0.1000,INVERSE_T,0.0100,0.5000,0.9000,exp204
122.09525,108.70376,109.13366,0.5495091875,0.608429638671875,0.606414794921875,dbm,PF00595,3000,False,False,81,100,100,0.5000,NONE,0.0100,0.5000,0.9000,exp9
117.69934,108.72660,109.22671,0.5633294375,0.6241234375,0.622083935546875,rbm1,PF00595,64000,False,True,81,500,None,0.1000,NONE,0.0100,0.5000,0.9000,exp42
117.57090,108.85421,109.24447,0.5638571875,0.62294814453125,0.62192099609375,rbm1,PF00595,94000,False,True,81,500,None,0.5000,INVERSE_T,0.0100,0.5000,0.9000,exp177
117.68151,108.93961,109.53904,0.5637688125,0.62252841796875,0.62044443359375,rbm1,PF00595,81000,False,True,81,500,None,0.5000,NONE,0.0100,0.0000,0.0000,exp339
117.48526,108.97567,109.32349,0.56397225,0.62327900390625,0.621901220703125,rbm1,PF00595,98000,False,True,81,500,None,0.1000,NONE,0.0100,0.0000,0.0000,exp366
8.77889,11.94430,12.07519,0.9671809375,0.9609580078125,0.95970859375,rbm1,PF00595,7000,False,False,81,1000,None,0.5000,NONE,0.0010,0.5000,0.9000,exp108
118.36362,110.09205,110.44345,0.559838375,0.61710615234375,0.615930859375,rbm1,PF00595,98000,False,True,81,500,None,0.0100,INVERSE_T,0.0100,0.5000,0.9000,exp231
119.35676,110.18360,110.83375,0.5569,0.618869140625,0.616301220703125,rbm1,PF00595,4000,False,True,81,500,None,0.5000,NONE,0.0100,0.5000,0.9000,exp15
121.25099,113.39288,113.76719,0.547180125,0.599219775390625,0.59812841796875,rbm1,PF00595,98000,False,True,81,500,None,0.0100,NONE,0.0100,0.0000,0.0000,exp393
273.24931,114.85131,115.17676,0.45885790625,0.579792578125,0.578883935546875,dbm,PF00595,1000,True,False,81,500,500,0.5000,NONE,0.0100,0.5000,0.9000,exp12
122.94675,115.05480,115.53730,0.52360678125,0.5662765625,0.564933349609375,rbm1,PF00595,59000,False,True,81,100,None,0.1000,NONE,0.0010,0.5000,0.9000,exp114
123.73607,115.12481,115.40685,0.52094853125,0.567145703125,0.56720986328125,rbm1,PF00595,100000,False,True,81,100,None,0.5000,NONE,0.0010,0.5000,0.9000,exp87
123.48597,115.99165,116.29929,0.5216019375,0.5627111328125,0.56178271484375,rbm1,PF00595,100000,False,True,81,100,None,0.0100,NONE,0.0010,0.5000,0.9000,exp141
128.66991,116.21549,116.39506,0.50422903125,0.564380224609375,0.563960498046875,dbm,PF00595,1000,False,True,81,100,100,0.5000,NONE,0.0010,0.5000,0.9000,exp87
127.55061,116.22407,116.60802,0.5078259375,0.562039501953125,0.562039501953125,dbm,PF00595,183000,False,True,81,100,100,0.0100,NONE,0.0010,0.5000,0.9000,exp141
128.22400,116.41267,116.88088,0.50510640625,0.561007421875,0.5605580078125,dbm,PF00595,3000,False,True,81,100,100,0.1000,NONE,0.0010,0.5000,0.9000,exp114
131.07980,117.84214,118.15993,0.5079840625,0.588829638671875,0.5882271484375,dbm,PF00595,1000,False,True,81,1000,1000,0.0100,NONE,0.0100,0.5000,0.9000,exp78
131.57302,118.30765,118.61320,0.50587240625,0.586019775390625,0.5858271484375,dbm,PF00595,1000,False,True,81,1000,1000,0.0100,INVERSE_T,0.0100,0.5000,0.9000,exp240
16.68363,12.36916,12.41338,0.9374713125,0.9572345703125,0.9570123046875,dbm,PF00595,193000,False,False,81,1000,1000,0.5000,INVERSE_T,0.0010,0.5000,0.9000,exp270
8.10520,12.60226,12.74831,0.9721046875,0.9599802734375,0.9596197265625,rbm1,PF00595,100000,True,False,81,1000,None,0.0100,INVERSE_T,0.0010,0.5000,0.9000,exp318
7.69997,12.60455,12.71842,0.9739154375,0.95999501953125,0.959792578125,rbm1,PF00595,55000,True,False,81,1000,None,0.0100,NONE,0.0010,0.5000,0.9000,exp156
8.15509,12.68605,12.87356,0.9718050625,0.959669140625,0.9594814453125,rbm1,PF00595,9000,True,False,81,1000,None,0.1000,INVERSE_T,0.0010,0.5000,0.9000,exp291
8.00073,12.70569,12.89334,0.972463875,0.95959501953125,0.95946669921875,rbm1,PF00595,9000,True,False,81,1000,None,0.1000,NONE,0.0010,0.5000,0.9000,exp129
8.02341,12.82060,12.97293,0.97260775,0.95979755859375,0.95921484375,rbm1,PF00595,9000,True,False,81,1000,None,0.5000,NONE,0.0010,0.0000,0.0000,exp426
133.99899,123.08553,123.41917,0.49397240625,0.56011357421875,0.5600888671875,dbm,PF00595,1000,False,True,81,500,500,0.0100,INVERSE_T,0.0100,0.5000,0.9000,exp231
132.34177,124.13949,124.62483,0.501999,0.5473728515625,0.546237060546875,dbm,PF00595,1000,False,True,81,1000,1000,0.1000,INVERSE_T,0.0100,0.5000,0.9000,exp213
